PM10Lehen,NOXLehen,RFLehen,LTLehen,O3Lehen,PM10Rud,MOXRud,RPRud,LTRud,CORud,WG,WT,GS
20.6,9.4,48,29.7,82,26,94.2,46,29.2,0.4,3.2,130,758
19.5,5.5,47,30,93,29.1,75.5,44,30,0.39,3.1,123,803
19.8,8.2,50,30.2,91,27.5,83.1,44,30.8,0.43,2.1,92,834
21.4,5.4,48,30.8,104,25.6,39.8,43,31.2,0.3,1.6,55,858
19.2,5,42,31.7,105,19.5,50.1,40,31.9,0.34,1.9,352,871
19.2,3.8,39,32.3,113,17.6,39.2,37,32.6,0.27,1.7,335,874
23.1,4.9,40,32.3,118,15.2,60,34,33.4,0.36,2.3,4,864
22,4.3,41,32.6,123,15.8,70.3,34,33.5,0.36,2.3,8,847
23.6,3.6,42,32.5,124,17.5,59.5,32,34,0.32,3,18,821
23.5,4,42,32.5,123,16.5,45.7,33,33.9,0.29,3.6,16,780
22.2,4.8,40,32.8,120,12.5,42,33,34,0.29,3.4,37,728
22.3,6.3,40,32.9,119,18.3,39.2,36,33.9,0.32,3.2,65,664
23.7,7.4,41,32.7,121,24.6,46.6,36,33.9,0.33,3,64,586
23.8,5.3,41,32.5,124,15.1,45.9,37,33.7,0.34,3.5,40,519
24.6,4.6,43,32.3,123,15,41,36,33.6,0.33,3.3,56,445
25.2,4.5,45,32.1,124,16.8,39.4,39,33.3,0.38,3.4,55,363
26.2,4.8,48,31.6,124,28.1,33.5,40,32.7,0.32,3.1,54,287
NaN,5.9,50,31.1,120,29.8,40,41,32.3,0.31,1.8,47,209
25.6,4.4,50,30.9,117,28.3,21.2,48,30.9,0.3,1.5,31,136
25.2,8,57,29.9,92,21.5,44.7,52,30,0.44,1.2,14,74
24.7,9.5,61,28.5,83,25.6,56.7,61,27.9,0.53,1.8,328,21
25.4,10.4,66,27.1,71,32.8,97.2,62,27.3,0.86,1.6,311,6
NaN,13.6,70,26,62,36,70.7,62,26.9,0.6,1.6,187,3
25.4,17.7,70,25.4,47,24.3,52.3,63,26.2,0.48,1.2,175,3
25.2,16,70,24.8,50,24.7,71.2,64,25.7,0.48,0.7,144,2
26.5,NaN,73,23.9,46,33.8,75.6,68,24.8,0.51,1,153,2
28,15.2,76,23.3,40,29.7,31.1,70,24.1,0.33,1.1,154,3
29.7,12.5,77,23,41,25.9,32.3,73,23.6,0.29,1.5,167,4
30.1,12.1,79,22.4,37,28.2,28.5,71,23.5,0.25,2.2,156,3
28.9,11.6,80,21.8,37,26,22.2,69,23.4,0.24,1.8,133,3
27.6,12.2,82,21.7,33,22.2,18.7,74,22.7,0.25,1.4,170,2
25.6,9.9,83,21.4,NaN,28.6,17.9,72,22.6,0.23,1.8,157,3
25.1,7.1,79,21.3,44,23.3,13.5,71,22.6,0.24,2.7,160,3
25.1,7.5,78,21,45,24.7,12,75,21.9,0.22,2.4,155,2
24.9,5.2,76,21,51,25.8,12.8,71,22.1,0.22,2.8,153,2
24.7,4.7,74,21.2,56,21.3,11.7,66,22.3,0.19,2.7,156,2
25.1,4.1,72,21.3,58,19.2,25.3,68,21.8,0.2,3.2,148,2
25.9,5.2,72,21.4,55,22.3,36.8,69,21.6,0.27,3.3,151,9
28.3,7,71,21.7,50,26.7,38.3,69,21.3,0.27,2.9,171,24
28.3,8.2,68,22.2,49,34.7,72.8,70,21.5,0.41,3.5,152,41
26,11.2,67,23,44,38.9,100.2,67,22.3,0.52,3.6,145,101
24.6,12,64,23.8,47,33.4,98.8,60,23.8,0.59,3.7,147,224
23.9,15.3,63,24.5,44,37.9,147.8,59,24.8,0.86,3.2,154,305
NaN,10.3,60,25.1,57,35.2,154.4,55,25.9,0.59,2.4,155,388
23,12.3,59,25.7,58,27.6,131.8,50,26.8,0.54,1.8,283,469
26,NaN,60,26.6,NaN,28.2,108.9,51,27.6,0.5,1.2,313,543
NaN,NaN,57,27.8,NaN,29.2,88.6,50,28.3,0.39,0.5,11,615
NaN,NaN,52,29.5,NaN,35.1,NaN,49,28.9,0.36,0.5,310,683
NaN,NaN,47,29.7,NaN,28.2,107,45,30.1,0.44,0.8,133,739
21.3,34.3,45,30.3,94,31.5,93.8,43,30.9,NaN,0.9,243,785
21.8,17.9,46,31.2,107,28.4,65.6,41,31.8,0.48,1.4,302,825
20.2,10.9,43,31.7,124,29.3,53.1,40,32.1,0.45,1.5,36,853
20.4,8.7,44,32.7,130,28,41.8,38,32.9,0.3,2,325,871
21.5,13.5,43,32.6,129,24.9,42.2,38,33.2,0.28,2.8,317,866
NaN,7.9,40,33,131,23.3,43.3,35,33.7,0.33,2.9,333,863
17.7,5,35,33.8,131,19,34.9,27,34.7,0.23,2.2,10,856
18.9,5.9,34,33.9,128,16.4,57.7,26,35,0.34,3.5,28,828
15.9,6.8,30,34.3,119,20.1,43.7,25,35.2,0.28,3.3,35,794
15.7,6.3,30,34.2,120,17.7,40.6,25,35.3,0.27,2.9,47,748
NaN,5.6,30,34,127,15.2,65.2,24,35.4,0.3,4.4,26,681
15.6,7.3,28,33.9,125,17.5,61.7,24,35.1,0.34,4.7,28,622
13.9,7.6,26,33.7,119,14.2,50.3,23,35,0.27,4.6,28,503
16.1,9.7,28,33.6,114,21,65,25,34.7,0.34,3.9,36,469
15.9,11,29,33.4,108,28.7,67.8,26,34.5,0.36,3.1,73,441
19.4,7.6,34,32.4,112,33.6,74.8,30,33.2,0.44,7.1,135,283
14.9,6.7,38,29.8,105,39.3,62.4,36,30.1,0.36,5.6,143,128
18,6.1,48,26.6,102,35.9,36.6,47,26.5,0.28,6.1,114,22
21,4.8,48,26.6,103,14,28.7,45,26.9,0.25,6.8,110,18
12.4,4.8,47,26.4,101,22.3,37.4,44,26.7,0.27,4.4,142,9
10.2,4.9,45,26.2,99,14.2,41.2,42,26.6,0.27,4,143,8
10.4,4.3,41,26.7,105,13.9,46.2,39,26.7,0.29,2.7,124,3
10.5,3.5,35,27.8,110,9,49.9,35,27.4,0.32,2,143,3
11.2,4.8,39,27,102,11,58.5,38,26.7,0.31,5.3,137,2
15.2,6.1,45,25.8,92,11.6,38.4,44,25.5,0.21,5.8,132,3
16.4,5.2,48,25.1,90,18.7,17.8,48,24.5,0.17,5.3,153,3
15.9,NaN,50,24.6,88,17.9,22.5,49,24.2,0.19,4.1,170,2
27.5,4.2,51,24.2,89,16.2,18.5,48,24.3,0.17,3.2,129,2
15.9,3.2,51,24.3,90,17.3,13.4,50,23.7,0.15,2.8,156,3
15.1,3.4,54,23.5,86,10.1,14.4,52,23.4,0.16,3.9,152,2
14.1,3.1,56,22.6,83,13.6,14,54,22.6,0.16,3.5,153,1
14,3.3,58,22,82,13.9,13,55,22.3,0.16,3.8,156,1
13,3.9,59,21.7,NaN,12.2,12.5,52,22.8,0.15,2.9,166,1
13.7,9,63,20.8,61,9.2,6.3,53,22.8,0.14,4.5,155,1
16.9,4.6,67,20.5,69,12.8,15.5,59,21.6,0.16,4.4,151,2
15.6,7.3,65,20.4,63,18.3,17.6,58,21.2,0.22,3.3,145,2
16.3,4.6,61,21.4,71,13.2,30.2,60,21.2,0.22,2.8,154,8
14.9,6.8,59,21.5,68,16.4,60.1,59,20.9,0.33,3,161,19
16,10.4,58,22.2,61,24.9,73.9,60,20.8,0.29,3.1,160,33
17,10.2,55,23.5,61,32.8,109.7,58,21.9,0.45,3.7,174,103
19.6,21.5,54,24.1,56,31.9,116.2,55,23.1,0.66,3.8,176,252
20.2,20.5,53,24.7,52,35.5,119.3,52,24.2,0.61,3.8,175,330
19.4,15,51,25.2,63,27.4,107.4,47,25.7,0.47,3.2,164,414
20.5,15.3,48,26.4,66,24.5,132.4,45,27,0.49,3.4,147,497
19.7,13.8,46,27.9,73,26,98.8,42,28.2,0.48,3.4,161,576
21.5,11.3,43,29.3,80,23.1,105.3,39,29.4,0.36,3.1,155,650
25.7,14.8,41,30.5,78,26.6,106.7,38,30,0.35,2.7,155,715
24,10.1,39,31.6,90,26.7,118.3,36,31.1,0.41,2.8,165,770
26,11,39,32.6,91,24.3,NaN,34,32.1,0.4,2,145,815
26.9,17.5,38,32.9,100,25.1,32.8,31,33.1,0.22,2.1,99,848
27.5,16.7,36,33.3,106,18,65.7,29,34.2,NaN,1.3,83,873
25.4,8.5,33,33.9,121,23.6,76.1,24,35,0.32,1.8,99,890
25.6,7.2,32,34.6,115,26.6,123.3,20,36,0.53,2.1,97,892
25.3,7.1,26,35.2,100,30.9,102.8,19,36.5,0.41,1.9,126,875
22.7,5.3,28,35.5,111,26.2,63.6,18,36.6,0.28,1.6,117,852
25,5.7,29,34.9,115,21.9,93.7,18,36.7,0.37,1.4,135,826
30.8,7.2,33,34.8,122,21.9,64.2,21,36.6,0.3,1.8,64,787
36.1,6.8,36,34.5,128,18.2,49.2,28,35.7,0.28,3.1,19,732
38.9,7.4,36,34.4,127,24.1,50.5,30,35.7,0.34,4.1,27,681
40.9,10.8,39,34.2,126,29.1,44.2,30,35.7,0.29,3.7,33,608
42.2,11.2,40,34,129,26.3,43.2,33,35.4,0.29,4,20,505
43.9,9.9,43,33.6,126,32.3,44.3,36,34.8,0.32,4.4,52,416
45.3,9.4,44,33.3,128,35.5,60.4,38,34.6,0.41,4.9,54,358
47.7,10.2,47,32.8,126,40.1,35.7,41,33.8,0.33,4,54,277
48,7.6,48,32.5,130,41.7,44,42,33.3,0.4,2.8,45,204
47.3,7.6,51,31.9,125,36.2,39.4,43,32.9,0.39,1.3,103,133
46.2,10.9,55,30.9,115,26.7,66.4,49,31.4,0.5,1.2,16,71
46.1,10.7,58,30.1,112,37.5,94.4,53,30.1,0.64,1.7,137,20
46,10.4,64,28.7,101,45.9,75.1,54,29.4,0.51,1.9,164,4
40.7,13.5,66,27.4,80,33,67.5,50,28.7,0.53,1.8,177,2
33.8,22.5,60,26.5,48,28.6,75.9,49,28,0.46,1,175,2
37.9,24.1,67,25.2,42,34.5,100.7,49,27.2,0.6,1.1,164,2
32.4,27.3,62,24.8,35,35.8,84.7,50,26.7,0.6,1.5,166,2
24,35.8,52,24.9,46,33.6,43.3,46,26.5,0.3,1.9,154,2
NaN,14.1,53,24.7,59,28.2,32.3,45,26.2,0.25,2.3,154,3
24.7,8.1,48,25.8,71,33.1,27.4,47,25.4,0.23,2.7,155,2
20.3,NaN,48,25.7,70,32.6,19.2,48,24.9,0.2,2.7,147,2
NaN,6.6,46,25.6,74,29,19.9,47,24.8,0.18,2.8,161,2
21,6,48,25.2,73,28.1,15.9,50,24.1,0.18,3.4,166,2
21.9,6.1,50,24.6,71,25.3,17.8,53,23.6,0.21,3.6,150,2
21.4,4.8,46,25.2,78,22.6,16.9,52,23.5,0.18,3.7,160,2
21.7,4.2,46,25,78,23.2,11.6,50,23.6,0.16,3.9,152,2
21.9,4,46,25,NaN,25.6,13.1,52,23,0.18,4,164,2
NaN,4.6,49,24.3,76,21.4,18.7,54,22.6,0.18,4,151,2
NaN,5.5,50,23.9,75,29.4,42.4,53,22.7,0.23,4,161,8
22.8,9.9,50,24,71,30.3,64.1,54,22.5,0.33,3.1,165,24
22.2,8,50,24.1,70,35,70.6,52,23,0.33,3.6,153,42
21.9,9.1,51,24,67,39.8,104.5,52,23.4,0.52,4,150,102
23.3,17.8,52,24.3,57,46,133.3,53,24.1,0.73,4.5,145,228
NaN,19.6,51,25.2,59,46.1,153.3,48,25.8,0.71,3.5,149,307
23.5,21.9,49,25.9,63,42.6,140.3,45,27.1,0.58,3.7,147,390
27.9,20.3,48,26.8,67,39,122.5,42,28.1,0.49,3.3,141,470
28.1,13.3,47,27.9,76,33.2,89.6,40,28.7,0.38,3.2,140,547
NaN,14.5,43,28.9,81,35.6,102.2,39,29.3,0.46,2,143,621
31.1,11.1,40,30.4,92,36.7,99.4,37,30.1,0.36,1,158,685
32.2,21.5,37,31.6,90,33.6,122.9,35,31.2,0.43,0.5,113,739
26.6,9.3,35,32.6,111,31.4,108.7,32,32,0.36,0.5,105,788
28.4,10.4,32,32.9,117,32.8,92.1,29,32.7,0.35,0.7,180,826
26.8,12.8,33,32.6,130,28.4,NaN,29,33.3,0.32,1.3,298,846
27.1,9.3,34,33.3,141,23.3,65.1,30,34,0.34,1.5,314,863
32.3,11.3,36,33.7,136,29.9,59.3,32,34.3,NaN,2.1,351,864
29.3,6.8,34,33.9,139,21.2,93.2,29,34.8,0.45,2.7,324,856
29.9,NaN,33,33.9,NaN,21.7,76.2,29,34.9,0.44,2.7,26,843
39.8,NaN,33,34.3,NaN,23,43.9,29,35.1,0.29,2.9,26,816
49.1,NaN,33,34.4,NaN,24.1,58.6,29,35.2,0.34,3.2,1,776
NaN,13.5,34,34.2,117,25.9,49.2,30,35.2,0.31,3.5,10,722
NaN,16.9,34,34.2,119,20.6,45.7,29,35.4,0.31,3.3,17,665
39.1,10.3,35,33.9,127,22.5,37,29,35.7,0.29,3.6,25,602
38.3,6.7,35,33.8,131,26.3,72.3,27,35.6,0.38,4.1,16,532
38.6,7.3,36,33.7,133,23.2,41.8,29,35,0.28,4.1,38,452
38.5,5.7,37,33.4,139,27.6,65.2,31,35,0.36,2.7,88,367
38.4,6.2,38,33,135,35.2,52.6,37,33.7,0.42,2.1,63,90
38.3,8.3,42,31.8,125,44.8,65.2,43,31.4,0.47,1.1,58,45
NaN,14,45,31.2,112,34.9,86.9,42,31.5,0.46,1.4,284,101
42.8,28.6,53,29.1,67,24.4,94.4,49,30.2,0.54,2.6,250,24
42.4,33.9,59,27.7,61,43.1,94.5,51,29.3,0.61,1.7,212,11
39.3,21.2,56,27.7,80,40.5,49.1,51,28.5,0.41,2,358,4
35.2,7.8,58,25.5,105,26.5,21.5,54,26.4,0.25,4.9,353,2
34.3,6.2,61,24.4,109,22.9,19.9,57,25,0.24,5.7,337,1
33.7,6.2,64,23.6,106,25.4,27.2,59,24.4,0.25,3.3,13,2
34.2,7.4,66,23.3,100,26.7,21.7,59,24.2,0.25,2.4,35,2
31.8,7.1,68,22.8,100,30.7,20.4,59,24,0.25,1.8,13,2
30.2,7,69,22.4,94,27.4,29.2,63,23.1,0.28,1.2,349,2
32.9,7.4,72,21.8,88,36.8,24.3,66,22.6,0.24,1.4,199,1
28.6,10.8,71,21.6,82,29.1,16.4,69,22.1,0.22,1.1,126,1
29.3,12.5,70,21.8,69,26.1,21.5,66,22.1,0.25,2.9,314,2
23.5,NaN,65,22,83,31,12.9,61,22.5,0.18,7,296,1
19.1,8.7,63,21.2,76,32.8,9.6,60,21.6,0.17,7.2,288,1
12.9,9.5,60,20.6,78,19.9,6.8,56,20.9,0.15,7.8,290,1
6.9,4.6,58,20.2,91,11,9.9,54,20.5,0.15,6.6,295,2
6.8,7.6,59,19.8,82,10.1,7.7,55,20.1,0.15,5.1,304,2
5.7,5.7,60,19.5,86,8.2,8.5,56,19.8,0.14,4.9,313,1
4.4,7.6,60,19.1,NaN,4.3,11.7,56,19.4,0.15,4.1,310,2
1.3,3.3,61,18.7,97,7.6,16.6,57,18.9,0.17,2.4,335,7
NaN,4.6,64,18.2,91,6.5,24.6,59,18.7,0.18,2.1,350,15
2.6,6.5,65,18.1,87,6.6,48.3,61,18.6,0.25,1.5,353,31
5.2,12,66,18.3,76,14.2,121.5,59,19,0.51,1.4,151,52
15,21.2,66,18.7,66,28.2,145,58,19.5,0.63,1.9,147,92
7.1,16.5,64,19.2,71,31.4,98.9,59,19.5,0.39,1.7,142,117
NaN,17.6,62,19.6,70,27.6,107.7,58,19.8,0.41,1.9,127,181
7.3,13.3,60,20.2,75,31.4,110.6,56,20.5,0.44,2.3,135,300
7.5,13.9,56,21.2,79,22,79,51,21.3,0.29,2,134,569
4.6,8.2,53,22,95,17.6,65.4,46,22.9,0.26,1.1,126,793
5.3,6.7,47,23.4,99,10.5,27.3,42,23.6,0.2,1.1,271,757
6.1,7.9,46,23.5,101,8.5,42.5,42,23.7,0.23,1.9,307,827
8.2,6.7,48,23.6,104,9.7,49.9,42,24.1,0.27,3.8,321,890
6.9,4.8,50,23.2,106,16.5,51.6,43,24,0.28,3.7,329,976
7.5,3.8,49,23.7,108,4.2,46.4,45,23.7,0.28,3.1,306,625
9.4,4,46,23.9,108,8,NaN,44,24.2,0.35,3.2,314,731
7.6,3.6,45,23.9,109,25.3,51.7,41,24.4,0.33,2.8,331,929
8,3.9,46,24,108,18.7,45.9,41,24.6,NaN,2.7,325,723
9.5,5.2,46,24,106,6.7,47.7,39,24.7,0.3,3.2,328,524
9.1,4.5,46,24.2,105,4.4,38,40,24.7,0.27,2.9,329,700
11,3.6,45,24.4,106,13.9,40.9,40,24.6,0.24,2.6,352,504
10.6,4.2,45,24.2,111,10.3,43.8,40,24.8,0.26,2.5,345,438
15.2,3.5,46,24.2,113,13.9,47.9,40,24.9,0.26,1.9,347,346
17.7,3.5,46,24.2,114,10.7,30.9,41,24.7,0.23,2.3,324,243
12.2,4.2,47,24.1,112,10.8,35.6,41,24.5,0.27,1.9,359,182
15.9,4.2,48,24,108,12.6,53.4,42,24.4,0.34,2.2,342,125
10.5,4.4,47,23.8,111,18.5,44.8,42,24.3,0.28,2.3,334,85
12,4.5,49,23.7,106,14.7,43.8,42,24.1,0.3,1.9,333,64
11.5,5.4,50,23.4,103,17.9,26.2,43,24,0.22,2.1,323,31
10.5,6.6,52,23.1,102,15.6,36.4,45,23.7,0.26,2.5,321,15
11.2,6.3,52,22.9,102,14.6,26.6,47,23.4,0.24,2.6,291,6
12.6,7.4,53,22.7,97,15.2,32.6,48,23.2,0.27,2.3,303,3
11.3,6.4,54,22.5,96,14.8,31.8,48,23,0.24,2.5,312,3
12.6,6.8,56,22,91,17.2,34.1,51,22.5,0.26,1.9,315,3
12.8,8,58,21.6,85,16,19.4,52,22.3,0.2,1.4,320,3
13.1,9.4,61,21.3,77,14.4,28.6,55,21.8,0.26,1.3,276,2
18,13.5,64,21,60,17,23.5,56,21.7,0.21,1.7,250,2
19.2,13.2,64,20.9,63,13.5,28.6,59,21.4,0.26,1,256,4
26,11.5,64,20.9,63,15.9,30.3,62,20.8,0.26,1.4,324,3
22.4,10.8,65,20.7,64,23,23.7,61,21.1,0.22,1.4,328,2
27.7,10.2,64,20.8,61,18.6,29.5,62,20.9,0.24,0.7,229,2
26,11.8,68,20.6,52,16.7,45.3,63,20.8,0.25,0.5,279,2
26.6,13,69,20.5,48,21.8,20.8,64,20.7,0.21,1.3,323,2
22.2,NaN,72,20.1,46,18,19.1,64,20.4,0.22,1.3,315,1
NaN,10.3,73,20,48,22.3,32,65,20.5,0.23,1.5,255,2
37.7,11.2,74,19.9,40,22.1,33.8,69,20.2,0.23,1.5,303,1
29.9,10.9,73,19.7,43,23.6,27.8,69,20,0.22,1.2,303,2
26.1,11.3,78,19,35,18.5,29.2,70,19.8,0.22,1.1,321,4
23.9,10.3,76,19.4,40,19.1,25.5,69,20,0.24,0.8,314,20
25.8,11.4,76,19.6,NaN,22.6,25.9,70,19.9,0.26,0.5,248,33
26,12.6,75,19.7,35,24.1,45.9,72,19.7,0.59,1.4,270,57
27.8,12.9,74,19.9,40,24.9,35.8,71,20,0.24,2.3,323,98
24.4,9.4,71,20,54,26.6,20.5,67,20.3,0.2,3.8,309,170
25.6,10.5,70,20.2,60,24.2,18,66,20.5,0.19,3.3,323,343
26.3,7.9,70,20.6,57,23.3,23.7,66,21,0.21,3.9,323,457
28,7.8,68,21.3,62,21,29.2,64,21.3,0.22,4,329,487
26.1,6.9,65,22.2,66,16.7,23.6,63,21.7,0.23,3.8,315,579
27.9,6,67,21.7,70,18.3,29.3,63,21.9,0.25,3,296,451
NaN,5.2,65,22,79,23,33.1,60,22.4,0.24,3.4,304,534
29.4,5.1,65,22.5,81,18.4,30.6,56,23.3,0.24,3.7,305,820
33.1,5.8,65,22.9,78,9.1,26.8,61,22.7,0.24,3.9,317,445
32.2,4.7,63,23.1,88,16,27.3,60,22.9,0.22,4.4,316,474
31.6,5.4,64,23.1,85,35.2,30.3,60,23.1,0.25,5.1,302,468
30.4,4.4,62,23.4,93,24.2,22.7,58,23.3,0.23,4.6,318,465
30.9,4.1,62,23.1,97,23.1,28.2,57,23.5,0.25,5.2,326,513
30,4.6,64,23,88,23.7,NaN,58,23.4,0.24,7.2,310,498
29.6,7.4,67,22.2,75,25.8,25.4,63,22.3,0.23,7.1,299,269
30.5,8,72,21,72,18.2,25.1,66,21.5,NaN,5.7,297,330
32.4,6.3,69,21.3,76,27.3,28.8,64,21.8,0.24,5.4,297,321
34.8,8.7,69,21.4,72,29.2,32.9,65,21.6,0.23,5,297,208
36.3,8.9,71,20.8,70,12.4,30.5,66,21.1,0.26,4.3,299,59
37,7.9,70,20.8,73,20.3,26.7,65,21,0.25,2.8,257,75
36.2,9.1,68,21.1,75,25.2,30.7,63,21.4,0.24,2.3,269,62
29.2,9.3,67,20.6,81,25.2,39.7,63,21.1,0.29,2.2,293,44
18.7,7.1,67,20.3,86,23.6,33.8,67,20.4,0.27,4.2,319,25
17.9,5.5,68,20.2,87,26,50.2,75,19.4,0.28,3.8,323,29
18.7,6.2,69,20.1,84,27.9,32.9,71,19.8,0.24,4.1,324,41
19,6.2,75,19.6,77,18.2,35.2,82,18.6,0.24,3.2,323,20
19,6.5,77,19.4,74,39.1,59.6,91,17.9,0.39,2.5,271,23
17.8,8.1,80,19.2,63,34,50.6,91,17.9,0.38,1.1,183,6
NaN,11.9,85,18.7,46,27.4,46.8,92,17.8,0.33,0.9,219,5
15.6,9.9,86,18.3,50,26.1,62.3,93,17.7,0.35,1.2,234,5
15,10.5,88,17.8,44,19.3,63.4,93,17.6,0.34,1.2,145,4
17.2,14.2,92,17.5,27,20.2,67.2,92,17.4,0.38,1.7,126,3
21,14.4,92,17.3,29,30.8,57.9,93,17.2,0.4,2.5,141,4
NaN,12.1,90,17.4,31,28.4,60.5,92,17,0.32,2.7,139,4
19,11.2,88,17.4,34,26.8,38.8,91,16.9,0.3,2.7,138,4
18.7,9.9,86,17.5,40,24.9,35.2,91,16.9,0.3,2.9,152,4
16,6.6,85,17.4,47,20.7,34.3,87,17,0.25,2.6,155,3
16.4,6.3,85,17.1,46,21.8,29.8,88,16.7,0.26,2.8,142,3
17.1,6.4,85,16.9,45,22.9,36.4,88,16.5,0.25,2.5,156,3
NaN,5.5,84,16.8,47,15.2,26.1,87,16.4,0.23,3.1,149,2
18.7,5.1,83,16.7,47,19.1,28.8,85,16.3,0.25,3.4,140,2
17.6,NaN,84,16.5,46,21.6,35.6,86,16.2,0.26,3.4,143,2
16.9,5.6,83,16.5,43,21.5,18.7,87,15.8,0.22,3,157,2
15.4,5.1,83,16.4,43,19.4,18.4,86,15.8,0.24,3.1,153,8
14.6,4.6,81,16.6,43,17.6,17.1,86,15.8,0.23,3.7,152,25
12.5,5.1,78,17.2,44,21,20.6,83,16.4,0.23,3.1,158,48
10.8,5.7,77,17.5,41,25.7,23.4,83,16.5,0.22,3.1,154,139
9.7,5.2,74,18.2,NaN,18.5,13.6,75,18.1,0.21,3.3,149,258
8.4,4.4,71,18.9,50,14.2,19.5,71,18.8,0.2,3.2,145,270
7.5,4.6,72,18.9,50,9.2,20.8,71,18.9,0.22,3.4,150,252
8.2,4.5,70,19.5,53,11.7,29.9,66,20.2,0.23,2.5,146,371
8.8,4.5,68,20.5,54,15.8,23.1,63,20.8,0.24,1.6,140,385
6.8,4.2,59,22.1,68,10.8,31.4,60,21.6,0.26,1.2,134,559
4.7,3.1,54,22.4,84,6,43.2,54,22.8,0.27,1.3,143,587
6.3,3.1,57,22.3,85,8.9,29.9,51,23,0.25,1.7,335,656
9.5,3.2,57,23.1,83,9.1,16.8,52,23.4,0.21,2.7,347,496
6.4,2.6,56,23.5,82,9.2,26,52,23.3,0.25,2.2,345,566
5.4,2.6,55,22.8,84,4.4,20.4,52,23.2,0.21,2.7,25,357
4.9,2.1,52,23.4,88,2,23,50,23.3,0.25,2.5,10,341
NaN,2.1,51,23.5,88,8,24.5,47,23.5,0.21,2.7,350,456
4.8,2.6,53,23,87,9.6,21.3,48,23.1,0.24,3.6,329,316
5,2.7,52,23.4,89,15.9,24.9,48,23.5,0.26,3.1,340,442
4.4,2.8,52,23.6,86,19.1,18.6,48,23.6,0.22,4.7,320,281
4,2.7,53,23,85,1,NaN,49,23,0.27,5.1,323,228
4.4,2.7,55,23,85,3.4,29.7,50,22.9,0.22,4,324,309
4.2,2.8,54,23.1,88,18.8,23.4,49,23.5,NaN,3.3,324,293
NaN,2.9,57,22.3,80,8.3,25.8,52,22.6,0.22,4.5,318,64
3.5,3.6,58,21.5,76,3.5,22,54,21.9,0.22,5.3,327,62
NaN,4.2,65,20.3,71,11.2,28.8,60,20.8,0.25,4.8,311,42
6.6,7.8,70,19.5,62,10.4,27.6,64,20.2,0.27,4.3,295,10
11.2,8.3,91,16.6,51,19.1,25.2,87,17.1,0.21,5,275,8
10,13.9,95,15.7,35,12.8,28.5,94,15.9,0.21,2.8,298,16
6.4,6.8,96,15.7,41,7.2,36.9,93,15.9,0.25,3.2,314,8
6.5,8.7,95,15.3,38,9.4,22.6,93,15.6,0.2,4.6,308,9
2.6,5.7,95,14.5,50,0.2,17.3,93,14.7,0.18,4.2,302,8
1.8,4,94,14.4,49,0.5,18.8,93,14.7,0.19,4.3,299,5
2.4,5.5,94,14,53,2.9,15.5,92,14.3,0.17,6.1,294,4
2.8,4.8,92,13.3,62,3.9,18.4,89,13.7,0.16,5.2,285,4
1.5,3.8,95,13.2,59,0.2,14.6,90,13.4,0.16,3,250,4
0.9,3.7,95,13,60,2,26.1,91,13.2,0.19,1.5,265,4
NaN,3.6,95,13,58,6,22.4,93,13,0.16,0.4,309,4
0.9,4.6,96,12.9,57,7,12.5,94,13,0.17,1.4,164,5
6.1,3.5,96,12.6,65,5.6,11.4,94,13,0.16,2.9,179,6
0.5,2.9,95,12.4,66,2.5,11.8,94,12.7,0.15,2,207,5
3.8,2.8,95,12.2,68,4.3,9.5,92,12.6,0.14,2.2,204,5
2.7,2.1,94,11.8,72,4,6.4,89,12,0.14,2.9,202,4
2.9,2.4,95,11.6,70,5.7,8.8,93,12,0.15,2.8,201,4
3.4,2.8,95,11.7,68,3.7,6.2,92,11.9,0.14,2,207,4
1.5,3,95,11.2,70,4.2,6.6,92,11.4,0.15,2,151,4
0.1,4.1,94,11,68,1.2,13,92,11.3,0.15,2.1,187,4
1,4.6,95,10.9,63,4.5,12.8,93,11.2,0.16,2.5,168,5
0.4,NaN,94,10.8,65,5.9,25.9,91,11.1,0.15,2.9,154,8
3.4,7,93,10.8,63,1.6,31.4,90,11.1,0.17,3.2,156,17
1.3,7.8,93,11,57,4.9,54.6,92,11.3,0.27,3.6,171,22
1.5,9.5,93,11,53,10.5,94.2,92,11.4,0.38,3.3,173,27
0.7,9.7,91,11,55,11.9,132.9,90,11.6,0.41,3.4,176,54
1.2,14,91,11,50,14.6,139,89,11.7,0.45,3.4,180,101
0.2,12.7,90,10.9,NaN,13.3,102.3,88,11.6,0.44,2.5,189,119
1.2,14.3,90,10.7,51,8.7,90.6,83,11.4,0.33,2.4,199,66
0.5,13.3,91,10.7,49,7.6,64,80,11.3,0.27,3.6,222,48
0.2,14.2,88,10.5,51,6.6,76.5,81,11,0.24,5,228,65
0.5,20,89,10.2,51,7.3,85.6,82,10.6,0.26,5.5,226,99
0.6,13.3,90,10,55,6.3,105.6,82,10.5,0.31,4.8,225,103
0.7,16.2,90,10.2,50,6.9,81.7,84,10.3,0.25,4.2,225,140
1.6,15.8,90,10.4,50,7.8,92.5,83,10.6,0.42,4.5,222,165
0.3,11.1,89,10.7,56,13.6,102.9,84,11.2,0.34,3.8,189,207
1,10.4,88,11.1,53,17.5,128.5,85,11.8,0.48,3.9,179,237
3.1,12,88,11.7,49,17.6,119.3,85,12.1,0.4,2.5,168,267
